City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
344,Westonaria,ZA,-26.3191,27.6486,68.9,83,100,4.16,light rain
345,Prince Rupert,CA,54.3161,-130.3201,44.29,75,90,12.66,light rain
346,Malazgirt,TR,39.1427,42.5401,36.5,81,4,2.21,clear sky
347,Lucapa,AO,-8.4192,20.7447,66.51,95,100,1.72,overcast clouds
348,Kruisfontein,ZA,-34.0033,24.7314,61.88,92,99,10.83,light rain
349,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.82,91,99,0.67,overcast clouds
350,Manavgat,TR,36.7867,31.4431,59.41,59,19,2.86,light rain
351,Noumea,NC,-22.2763,166.4572,78.01,99,98,5.19,overcast clouds
352,Margate,GB,51.3813,1.3862,47.7,78,78,7.0,light rain
353,Coquimbo,CL,-29.9533,-71.3436,62.33,77,75,14.97,broken clouds
354,Port Blair,IN,11.6667,92.75,81.12,81,28,7.76,scattered clouds
355,Tyumentsevo,RU,53.3224,81.498,28.35,83,100,20.45,overcast clouds
356,Portlethen,GB,57.0547,-2.1307,47.97,83,75,10.36,broken clouds
357,Ust-Omchug,RU,61.15,149.6333,-25.04,100,76,2.28,broken clouds
358,Mandalgovi,MN,45.7625,106.2708,17.37,43,24,8.68,few clouds
359,Talara,PE,-4.5772,-81.2719,77.76,61,0,11.5,clear sky
360,Aksu,CN,41.1231,80.2644,28.06,54,14,0.36,few clouds
361,Pontes E Lacerda,BR,-15.2261,-59.3353,81.03,87,100,2.59,overcast clouds
362,Geraldton,AU,-28.7667,114.6,57.61,82,3,8.05,clear sky
363,Mercedes,AR,-34.6515,-59.4307,91.85,16,21,20.45,few clouds
364,Nishihara,JP,26.1842,127.7558,65.48,75,75,13.8,broken clouds
365,Grand Forks,US,47.9417,-97.4337,27.79,68,75,6.91,broken clouds
366,Salalah,OM,17.0151,54.0924,75.29,57,0,4.61,clear sky
367,Saint-Pierre,RE,-21.3393,55.4781,74.88,65,0,5.75,clear sky
368,Zhanakorgan,KZ,43.9098,67.2495,38.71,62,12,9.13,few clouds
369,Trairi,BR,-3.2778,-39.2689,81.0,78,90,12.33,overcast clouds
370,Soyo,AO,-6.1349,12.3689,78.66,88,77,7.52,broken clouds
371,Camalu,MX,30.85,-116.0667,81.43,34,100,8.48,overcast clouds
372,Evensk,RU,61.95,159.2333,10.76,71,100,10.11,overcast clouds
373,Larsnes,NO,62.2028,5.5773,45.61,89,100,5.48,overcast clouds
374,San Policarpo,PH,12.1791,125.5072,81.05,82,99,9.84,overcast clouds
375,Ahuimanu,US,21.4447,-157.8378,80.31,72,75,13.8,light rain
376,Hot Springs,US,34.5037,-93.0552,61.2,27,1,5.01,clear sky
377,Epalinges,CH,46.5518,6.6683,42.58,86,84,17.27,broken clouds
378,Mayo,US,38.8876,-76.5119,52.34,49,1,13.0,clear sky
379,Tura,IN,25.5198,90.2201,60.84,80,0,2.86,clear sky
380,Tabas,IR,33.5959,56.9244,57.67,60,100,0.92,overcast clouds
381,Sept-Iles,CA,50.2001,-66.3821,43.32,96,90,5.01,mist
382,San Cristobal,VE,7.7669,-72.225,77.18,75,88,2.28,overcast clouds
383,Dunmore Town,BS,25.5,-76.65,78.31,78,2,9.42,clear sky
384,Catende,BR,-8.6667,-35.7167,77.61,73,98,11.43,overcast clouds
385,Hodkovice Nad Mohelkou,CZ,50.6659,15.0899,37.33,84,61,6.08,broken clouds
386,Senigallia,IT,43.7093,13.2167,56.01,76,100,7.0,overcast clouds
387,Ocos,GT,14.5094,-92.1933,89.78,71,90,5.53,overcast clouds
388,Jutai,BR,-5.1833,-68.9,80.2,87,98,0.87,overcast clouds
389,Graciano Sanchez,MX,23.9167,-99.2833,68.95,64,99,10.42,overcast clouds
390,San Vicente,AR,-26.6167,-54.1333,86.68,33,7,4.63,clear sky
391,Arandis,NA,-22.4167,14.9667,56.66,68,0,0.2,clear sky
392,Champerico,GT,14.3,-91.9167,86.04,71,51,7.38,broken clouds
393,Egvekinot,RU,66.3167,-179.1667,-8.1,80,3,10.83,clear sky
394,Tacuarembo,UY,-31.7333,-55.9833,91.44,36,1,4.41,clear sky
395,Chebsara,RU,59.2002,38.8356,16.93,88,24,8.52,few clouds
396,Nioro,GM,13.35,-15.75,84.22,20,80,5.14,broken clouds
397,Vostok,RU,46.4856,135.8833,8.76,90,99,12.64,light snow
398,Cabedelo,BR,-6.9811,-34.8339,83.07,73,54,11.99,broken clouds
399,Valdosta,US,30.8327,-83.2785,69.71,65,1,16.11,clear sky
400,Hofn,IS,64.2539,-15.2082,46.33,94,100,29.46,overcast clouds
401,Luba,GQ,3.4568,8.5547,80.26,84,93,7.34,light rain
402,Goderich,CA,43.7501,-81.7165,36.91,69,100,19.57,overcast clouds
403,Andenes,NO,69.3143,16.1194,28.38,80,20,18.41,snow
404,Port Lincoln,AU,-34.7333,135.8667,60.98,79,100,11.5,light rain
405,Poum,NC,-20.2333,164.0167,77.72,70,100,3.42,overcast clouds
406,Kichera,RU,55.9375,110.0997,-1.75,85,26,5.77,scattered clouds
407,Qasigiannguit,GL,68.8193,-51.1922,19.65,95,97,5.59,overcast clouds
408,Houma,US,29.5958,-90.7195,66.99,80,90,17.27,overcast clouds
409,Myitkyina,MM,25.3833,97.4,61.88,93,1,2.64,clear sky
410,Kartaly,RU,53.0522,60.6467,24.15,84,9,13.04,clear sky
411,Maniwaki,CA,46.3834,-75.966,34.34,44,34,9.22,scattered clouds
412,Barkhan,PK,29.8977,69.5256,56.57,13,0,4.43,clear sky
413,Broadstairs,GB,51.3591,1.4394,47.59,73,83,4.0,light rain
414,Richards Bay,ZA,-28.783,32.0377,70.23,87,97,14.79,light rain
415,Raudeberg,NO,61.9875,5.1352,41.67,91,99,1.99,overcast clouds
416,Samfya,ZM,-11.3649,29.5565,69.64,83,85,0.87,moderate rain
417,Jiujiang,CN,29.7333,115.9833,43.09,52,54,4.32,broken clouds
418,Kolokani,ML,13.5728,-8.0339,79.65,19,66,7.78,broken clouds
419,Nagato,JP,34.3833,131.2,49.91,59,71,18.01,broken clouds
420,Puerto Madero,MX,14.7208,-92.4215,89.8,66,20,8.05,few clouds
421,Itaqui,BR,-29.1253,-56.5531,96.85,24,1,10.29,clear sky
422,Antofagasta,CL,-23.65,-70.4,63.68,65,58,7.81,broken clouds
423,Aligudarz,IR,33.4006,49.6949,43.11,76,33,2.75,scattered clouds
424,Komsomolets,KZ,53.7453,62.0708,25.63,83,14,16.75,few clouds
425,Bowen,AU,-20.0167,148.2333,71.82,67,72,7.02,broken clouds
426,Kiama,AU,-34.6833,150.8667,65.37,87,100,1.99,overcast clouds
427,Trincomalee,LK,8.5711,81.2335,79.65,81,100,4.92,overcast clouds
428,Alekseyevka,RU,50.6309,38.6903,35.55,73,100,4.54,overcast clouds
429,Maltahohe,NA,-24.8333,16.9833,61.57,40,0,12.26,clear sky
430,Guantanamo,CU,20.1444,-75.2092,85.57,69,30,4.68,scattered clouds
431,Ankang,CN,32.68,109.0172,40.68,58,99,1.01,overcast clouds
432,Vilyuysk,RU,63.7553,121.6247,-27.06,100,77,2.73,broken clouds
433,Beloha,MG,-25.1667,45.05,68.76,85,55,14.79,broken clouds
434,Lufkin,US,31.3382,-94.7291,69.71,38,1,10.36,clear sky
435,Arivonimamo,MG,-19.0167,47.1833,66.25,81,100,7.72,overcast clouds
436,Kingston,JM,17.997,-76.7936,86.95,61,20,1.01,few clouds
437,Xiongyue,CN,40.1774,122.1228,28.83,46,14,19.46,few clouds
438,Barranca,PE,-10.75,-77.7667,68.22,74,95,8.86,overcast clouds
439,Komarno,SK,47.7636,18.1226,45.05,78,100,9.62,overcast clouds
440,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.97,72,92,11.07,overcast clouds
441,Pitimbu,BR,-7.4706,-34.8086,82.99,71,90,11.34,overcast clouds
442,Morondava,MG,-20.2833,44.2833,79.66,85,99,8.19,overcast clouds
443,Chimbote,PE,-9.0853,-78.5783,68.76,74,80,9.46,broken clouds
444,Saint-Ambroise,CA,48.5501,-71.3324,34.57,55,48,11.5,scattered clouds
445,Cheremkhovo,RU,53.1561,103.0675,11.91,89,86,8.72,overcast clouds
446,Kollam,IN,8.8833,76.6,80.47,88,91,5.28,light rain
447,Whakatane,NZ,-37.9585,176.9854,63.77,90,100,6.2,overcast clouds
448,Bumba,CD,2.1833,22.4667,74.3,78,100,0.31,overcast clouds
449,Beringovskiy,RU,63.05,179.3167,-3.39,97,98,13.8,overcast clouds
450,Half Moon Bay,US,37.4636,-122.4286,74.59,53,1,6.91,clear sky
451,Kyshtovka,RU,56.555,76.6271,25.56,90,100,16.33,overcast clouds
452,Broken Hill,AU,-31.95,141.4333,69.51,64,100,12.66,overcast clouds
453,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,41,20,9.22,few clouds
454,Kizema,RU,61.113,44.8302,21.49,88,100,12.68,overcast clouds
455,Dongsheng,CN,39.8161,109.9776,19.6,27,0,9.89,clear sky
456,Bunia,CD,1.5667,30.25,62.83,84,33,3.0,scattered clouds
457,Voznesenye,RU,61.0106,35.4781,20.39,85,14,11.07,few clouds
458,Korla,CN,41.7597,86.1469,26.35,64,50,3.2,scattered clouds
459,Yenagoa,NG,4.9247,6.2642,76.91,92,100,4.0,overcast clouds
460,Hirara,JP,24.8,125.2833,69.28,71,100,25.72,overcast clouds
461,Udachnyy,RU,66.4167,112.4,-35.28,100,75,5.28,broken clouds
462,Port Hardy,CA,50.6996,-127.4199,48.2,93,75,3.44,light intensity shower rain
463,Carman,CA,49.4992,-98.0016,23.92,80,36,8.05,scattered clouds
464,Montgomery,US,39.1501,-77.1997,51.33,43,20,8.01,few clouds
465,Lazaro Cardenas,MX,17.9583,-102.2,83.5,69,6,8.68,clear sky
466,Severo-Yeniseyskiy,RU,60.3725,93.0408,20.32,93,100,7.7,light snow
467,Churapcha,RU,62.0025,132.4325,-28.05,98,100,4.5,overcast clouds
468,Oriximina,BR,-1.7656,-55.8661,77.52,91,77,1.12,moderate rain
469,Estepa,ES,37.2926,-4.879,50.16,72,72,14.16,broken clouds
470,San Juan,AR,-31.5375,-68.5364,91.78,19,0,20.58,clear sky
471,Tashtagol,RU,52.7657,87.8894,25.14,98,99,0.85,light snow
472,Sungaipenuh,ID,-2.0833,101.3833,63.61,96,100,0.83,overcast clouds
473,Tilichiki,RU,60.4667,166.1,2.14,90,100,10.25,overcast clouds
474,Barcelos,PT,41.5388,-8.6151,48.29,79,36,7.45,scattered clouds
475,Fredericksburg,US,38.3032,-77.4605,54.72,55,90,1.01,overcast clouds
476,Samarai,PG,-10.6167,150.6667,83.41,78,63,15.3,broken clouds
477,Oktyabrskiy,RU,54.4815,53.471,22.87,86,94,16.62,overcast clouds
478,Zarya,RU,55.7553,38.0958,26.78,90,62,7.38,broken clouds
479,Broome,US,42.2506,-75.833,37.62,61,90,5.99,overcast clouds
480,Gamba,GA,-2.65,10.0,77.45,91,100,6.87,light rain
481,Abreus,CU,22.2775,-80.5675,84.51,65,38,6.33,scattered clouds
482,Kungurtug,RU,50.5994,97.5228,3.88,86,54,2.46,broken clouds
483,Vagur,FO,61.4732,-6.8119,47.86,78,100,28.74,overcast clouds
484,Fuling,CN,29.7022,107.3919,48.9,91,100,0.38,overcast clouds
485,Batesville,US,35.7698,-91.641,55.09,33,1,8.01,clear sky
486,Pakhtakoron,TJ,40.1571,68.7466,50.7,29,0,11.48,clear sky
487,Talcahuano,CL,-36.7167,-73.1167,71.28,56,0,19.57,clear sky
488,Wagga Wagga,AU,-35.1167,147.3667,62.6,67,75,9.22,broken clouds
489,Ust-Uda,RU,54.1742,103.0304,11.73,93,100,2.21,overcast clouds
490,Jaisalmer,IN,26.9147,70.9181,68.38,15,0,1.92,clear sky
491,Manacapuru,BR,-3.2997,-60.6206,73.98,82,99,3.49,heavy intensity rain
492,Huilong,CN,31.8111,121.655,41.04,52,9,13.27,clear sky
493,Torbay,CA,47.6666,-52.7314,37.67,85,20,9.22,few clouds
494,Pleshanovo,RU,52.8333,53.4833,28.54,79,100,19.86,overcast clouds
495,Vao,NC,-22.6667,167.4833,74.17,78,62,6.42,broken clouds
496,Port Keats,AU,-14.25,129.55,84.06,78,46,8.59,scattered clouds
497,Strangnas,SE,59.3774,17.0312,36.01,80,20,12.12,few clouds
498,Kemijarvi,FI,66.7131,27.4306,14.41,82,77,3.65,broken clouds
499,Pangani,TZ,-5.4333,38.9667,77.16,80,100,5.3,overcast clouds
500,Argelia,CO,2.2556,-77.2488,68.88,95,95,1.66,light rain
501,Biak,ID,-0.9131,122.8766,76.84,84,99,0.56,overcast clouds
502,Kiunga,PG,-6.1219,141.2906,73.33,99,100,3.94,overcast clouds
503,Emba,KZ,48.8264,58.1442,38.75,96,100,20.02,overcast clouds
504,Khor,RU,47.8861,134.9464,15.08,88,100,9.89,light snow
505,Varzea Da Palma,BR,-17.5981,-44.7308,75.99,81,96,3.38,overcast clouds
506,Pueblo,US,38.2545,-104.6091,74.16,15,1,1.99,clear sky
507,Lata,PT,40.1629,-8.3327,49.82,78,2,0.67,clear sky
508,Nakatsugawa,JP,35.4833,137.5,47.1,96,42,2.51,scattered clouds
509,Eureka,US,40.8021,-124.1637,68.2,58,0,5.03,clear sky
510,Nantucket,US,41.2835,-70.0995,52.0,92,100,16.24,light rain
511,Hun,LY,29.1268,15.9477,69.55,34,90,6.4,overcast clouds
512,Klimovo,RU,52.3805,32.1923,28.35,71,100,4.45,overcast clouds
513,Ballangen,NO,68.3428,16.8315,31.39,93,20,10.36,few clouds
514,Russell,US,32.3502,-85.1999,63.63,54,20,9.22,few clouds
515,Anacortes,US,48.5126,-122.6127,51.94,76,90,1.01,overcast clouds
516,Okhotsk,RU,59.3833,143.3,-0.81,92,22,11.72,few clouds
517,Kasugai,JP,35.2476,136.9723,53.33,77,30,8.37,scattered clouds
518,Sorland,NO,67.667,12.6934,37.26,60,100,24.2,light rain
519,San Pedro De Uraba,CO,8.2752,-76.3764,79.86,89,97,6.53,overcast clouds
520,Siyabuswa,ZA,-25.1132,29.0445,68.92,81,100,11.12,moderate rain
521,Vila,PT,42.0304,-8.1588,43.93,81,92,9.86,overcast clouds
522,Skelleftea,SE,64.7507,20.9528,25.16,68,90,1.99,overcast clouds
523,Roxas,PH,11.5853,122.7511,79.41,86,63,7.74,broken clouds
524,Sangar,RU,63.9242,127.4739,-30.69,97,59,2.1,broken clouds
525,Dashitou,CN,43.3067,128.5114,10.31,77,100,18.72,overcast clouds
526,Windsor,CA,42.3001,-83.0165,38.26,43,1,3.0,clear sky
527,Makakilo City,US,21.3469,-158.0858,79.12,71,75,5.75,light rain
528,Manta,EC,-0.95,-80.7333,74.98,78,90,11.5,overcast clouds
529,Juquitiba,BR,-23.9317,-47.0683,81.09,82,6,4.0,clear sky
530,Daru,PG,-9.0763,143.2092,81.27,80,74,3.71,broken clouds
531,Palmer,US,42.1584,-72.3287,48.74,63,100,1.01,overcast clouds
532,Magadan,RU,59.5667,150.8,8.37,72,13,12.73,few clouds
533,Manzhouli,CN,49.6,117.4333,1.9,86,5,11.27,clear sky
534,Halifax,CA,44.6453,-63.5724,54.41,89,90,11.99,mist
535,Salme,NP,28.0369,85.0942,48.49,68,37,4.9,scattered clouds
536,Kaniama,CD,-7.5667,24.1833,66.02,96,89,3.04,overcast clouds
537,Tiquicheo,MX,18.8833,-100.7333,93.63,32,23,4.61,few clouds
538,Dingle,PH,10.9995,122.6711,76.06,93,21,6.58,few clouds
539,Les Cayes,HT,18.2,-73.75,82.98,66,29,6.44,scattered clouds
540,Kombissiri,BF,12.0656,-1.3375,82.38,17,0,7.23,clear sky
541,Otane,NZ,-39.8833,176.6333,61.02,74,59,5.1,broken clouds
542,Christchurch,NZ,-43.5333,172.6333,57.33,87,90,3.44,overcast clouds
543,Zapolyarnyy,RU,69.4154,30.8136,18.68,94,77,6.91,broken clouds
544,Lenger,KZ,42.183,69.8839,33.24,59,26,5.99,scattered clouds
545,Kedrovyy,RU,56.1667,91.8167,32.41,78,51,12.75,broken clouds
546,Urucui,BR,-7.2294,-44.5561,83.89,53,99,2.39,overcast clouds
547,Mount Pleasant,US,32.7941,-79.8626,63.3,82,20,4.0,few clouds
548,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,8.05,light rain
549,Gimbi,ET,9.1667,35.8333,57.47,54,100,0.31,overcast clouds
550,Mogapi,BW,-22.323,27.8349,68.76,82,99,6.22,overcast clouds
551,Marquette,US,46.5333,-87.6335,25.34,67,47,12.24,scattered clouds
552,La Ronge,CA,55.1001,-105.2842,16.05,86,90,11.5,light snow
553,Sidi Ali,DZ,36.0998,0.4206,56.55,76,0,8.25,clear sky
554,Ranong,TH,9.9658,98.6348,76.59,91,45,3.96,scattered clouds
555,Cairns,AU,-16.9167,145.7667,77.07,87,75,3.44,broken clouds
556,Las Palmas,ES,28.4204,-14.0131,66.99,83,20,0.0,few clouds
557,Cao Bang,VN,22.6667,106.25,55.72,76,100,2.55,overcast clouds
558,Salamiyah,SY,35.0113,37.0532,56.98,64,0,1.86,clear sky
559,Price,US,39.5994,-110.8107,50.11,25,1,3.44,clear sky
560,Makrana,IN,27.05,74.7167,61.18,20,0,2.37,clear sky
561,Dutse,NG,11.7594,9.3392,79.56,21,16,6.44,few clouds
562,Toora-Khem,RU,52.4675,96.11,0.32,98,100,2.48,overcast clouds
563,Nagua,DO,19.3832,-69.8474,89.46,66,20,11.5,few clouds
564,Zaragoza,ES,41.6561,-0.8773,49.01,86,90,1.99,overcast clouds
565,Eyl,SO,7.9803,49.8164,76.93,75,67,11.52,broken clouds
566,Impfondo,CG,1.6381,18.0667,73.58,81,100,1.66,overcast clouds
567,Jalingo,NG,8.8833,11.3667,81.77,31,43,2.59,scattered clouds
568,Prerov,CZ,49.4551,17.4509,42.78,80,81,7.0,broken clouds
569,Slave Lake,CA,55.2834,-114.769,30.18,93,90,9.22,overcast clouds
570,Zhanaozen,KZ,43.3,52.8,44.35,50,2,7.52,clear sky
571,Platanos,GR,37.6667,21.6167,60.57,94,100,3.47,light rain
572,Te Anau,NZ,-45.4167,167.7167,52.43,71,66,1.52,broken clouds
573,Lieksa,FI,63.3167,30.0167,21.63,61,98,1.88,overcast clouds
574,Wenling,CN,28.3669,121.36,41.25,57,35,8.84,scattered clouds
575,Eydhafushi,MV,5.1033,73.0708,81.23,75,79,16.98,broken clouds
576,Shizunai,JP,42.3339,142.3669,40.69,64,99,30.38,overcast clouds
577,Teya,RU,60.3778,92.6267,24.67,94,100,7.85,light snow
578,Sorong,ID,-0.8833,131.25,77.31,85,95,3.91,overcast clouds
579,Konstantinovka,RU,49.6167,127.9833,14.31,92,100,18.41,light snow
580,Prainha,BR,-1.8,-53.48,83.55,64,78,4.47,broken clouds
581,Baiao,BR,-2.7906,-49.6717,79.54,77,91,0.65,overcast clouds
582,Talaya,RU,61.3833,152.75,-29.9,100,83,1.54,broken clouds
583,Uttaradit,TH,17.6667,100.5,68.65,96,55,3.83,broken clouds
584,Kajaani,FI,64.2273,27.7285,14.05,92,0,3.44,clear sky
585,North Bend,US,43.4065,-124.2243,58.15,62,1,5.75,clear sky
586,Yanji,CN,42.9075,129.5078,17.42,58,73,20.18,broken clouds
587,Zachary,US,30.6485,-91.1565,70.79,56,1,9.22,clear sky
588,Koulamoutou,GA,-1.1303,12.4736,72.14,97,100,2.48,moderate rain
589,Mumford,GH,5.2618,-0.759,81.05,82,98,8.05,overcast clouds
590,La Asuncion,VE,11.0333,-63.8628,94.73,49,72,17.27,broken clouds
591,Omsukchan,RU,62.5333,155.8,-23.1,100,17,2.46,few clouds
592,Kamina,CD,-8.7386,24.9906,63.55,97,98,4.34,overcast clouds
593,Porto Novo,BJ,6.4965,2.6036,80.42,81,71,7.14,broken clouds
594,Bata,GQ,1.8639,9.7658,78.8,85,91,2.3,overcast clouds
595,Bar Harbor,US,44.3876,-68.2039,52.02,87,90,10.0,overcast clouds
596,Zyryanovsk,KZ,49.7386,84.2719,15.37,96,100,2.26,overcast clouds
597,Manzanillo,CU,20.3433,-77.1167,81.34,69,1,9.26,clear sky
598,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,81.77,73,100,2.21,overcast clouds
599,Changji,CN,44.0167,87.3167,20.19,73,0,2.24,clear sky
600,Hervey Bay,AU,-25.2986,152.8535,73.04,83,96,12.35,overcast clouds
601,Nelson Bay,AU,-32.7167,152.15,66.25,95,88,1.01,overcast clouds
602,Kavaje,AL,41.1856,19.5569,55.56,72,100,6.13,overcast clouds
603,Biloela,AU,-24.4167,150.5,67.21,79,0,4.43,clear sky
604,Madaoua,NE,14.073,5.96,84.04,15,0,5.61,clear sky
605,Camargo,MX,27.6667,-105.1667,67.93,31,100,4.65,overcast clouds
606,Santa Vitoria,BR,-18.8386,-50.1214,83.48,65,57,3.15,broken clouds
607,Sakyla,FI,61.0333,22.3333,33.84,98,100,6.6,light snow
608,Dukat,RU,62.55,155.55,-21.86,99,27,1.77,scattered clouds
609,Waitati,NZ,-45.75,170.5667,51.64,85,100,3.15,overcast clouds
610,Barrhead,GB,55.7992,-4.3929,47.73,87,75,8.99,broken clouds
611,Angoche,MZ,-16.2325,39.9086,78.21,85,72,6.85,broken clouds
612,Asosa,ET,10.0667,34.5333,65.34,41,97,4.63,overcast clouds
613,Antonina,BR,-25.4286,-48.7119,94.91,74,1,3.04,clear sky
614,Kumano,JP,34.3442,132.5894,46.89,66,35,9.89,scattered clouds
615,Floriano,BR,-6.7669,-43.0225,86.41,48,13,5.14,few clouds
616,Issa,RU,53.8705,44.8578,19.47,94,98,11.43,overcast clouds
617,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,68,79,7.43,broken clouds
618,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,68,0,8.95,clear sky
619,Parambu,BR,-6.2111,-40.6944,87.51,30,51,1.3,broken clouds
620,Baghdad,IQ,33.3406,44.4009,55.31,67,6,2.3,clear sky
621,Batemans Bay,AU,-35.7167,150.1833,62.98,71,97,2.53,overcast clouds
622,Qui Nhon,VN,13.7667,109.2333,76.26,85,85,13.58,overcast clouds
623,Shakawe,BW,-18.3667,21.85,70.5,74,100,5.91,overcast clouds
624,Ati,TD,13.2154,18.3353,82.74,18,71,8.88,broken clouds
625,Turayf,SA,31.6725,38.6637,50.25,100,0,4.61,clear sky
626,Bergen,NO,60.392,5.328,46.65,92,75,8.05,light rain
627,Klyuchi,RU,52.2667,79.1667,30.18,80,100,20.51,overcast clouds
628,Waipawa,NZ,-41.4122,175.5153,58.46,72,100,5.66,overcast clouds
629,Mouila,GA,-1.8685,11.0559,74.71,95,95,1.43,light rain
630,Luwuk,ID,-0.9516,122.7875,77.88,87,100,1.41,overcast clouds
631,Havelock,US,34.8791,-76.9013,58.98,93,100,1.01,overcast clouds
632,Vega De Alatorre,MX,20.0333,-96.6333,78.91,75,25,9.78,scattered clouds
633,Abu Samrah,SY,35.3029,37.1841,57.24,63,0,0.83,clear sky
634,Nkongsamba,CM,4.9547,9.9404,67.41,94,100,0.89,overcast clouds
635,Kozachi Laheri,UA,46.7037,32.9776,47.07,81,84,7.09,broken clouds
636,Moussoro,TD,13.6408,16.4901,82.92,17,100,10.78,overcast clouds
637,Balikpapan,ID,-1.2675,116.8289,75.87,91,85,3.67,overcast clouds
638,Nisia Floresta,BR,-6.0911,-35.2086,83.21,79,93,10.83,overcast clouds
639,Madaripur,BD,23.1753,90.2072,70.03,57,1,4.38,clear sky
640,Kishapu,TZ,-3.6167,33.8667,77.16,50,98,9.42,overcast clouds
641,Sisimiut,GL,66.9395,-53.6735,17.38,83,93,9.26,overcast clouds
642,Manjeri,IN,11.1167,76.1167,77.68,94,75,5.75,mist
643,Yankton,US,42.8711,-97.3973,50.11,42,1,4.61,clear sky
644,Kalocsa,HU,46.5264,18.9858,45.05,77,100,6.22,light rain
645,Wilmington,US,34.2257,-77.9447,58.95,93,75,4.61,broken clouds
646,Joshimath,IN,30.5667,79.5667,48.49,19,0,9.04,clear sky
647,Edd,ER,13.9297,41.6925,80.38,75,6,6.85,clear sky
648,Aguimes,ES,27.9054,-15.4461,67.01,88,75,2.3,broken clouds
649,Berdigestyakh,RU,62.0989,126.6992,-27.47,99,62,2.46,broken clouds
650,Maun,BW,-19.9833,23.4167,71.56,94,75,4.61,broken clouds
651,Klaipeda,LT,55.7172,21.1175,35.65,56,91,15.01,overcast clouds
652,Ostrovnoy,RU,68.0531,39.5131,20.8,86,59,25.86,broken clouds
653,Yuzhne,UA,46.6221,31.1013,39.42,79,96,9.37,overcast clouds
654,Kokuy,RU,52.2037,117.5529,-9.56,100,16,2.84,few clouds
655,Sharjah,AE,25.3573,55.4033,78.78,66,0,1.14,clear sky
656,Herzberg,DE,51.6869,13.2202,32.58,93,20,2.3,few clouds
657,Valleyview,CA,55.0667,-117.2859,35.64,80,92,10.36,overcast clouds
658,Samagaltay,RU,50.6022,95.0047,7.83,75,100,1.32,overcast clouds
659,Tocopilla,CL,-22.092,-70.1979,67.37,63,100,6.96,overcast clouds
660,Sergeyevka,KZ,53.88,67.4158,29.88,95,100,13.27,overcast clouds
661,Pochutla,MX,15.7432,-96.4661,88.83,55,70,7.25,broken clouds
662,Boa Vista,BR,2.8197,-60.6733,87.78,58,40,4.61,moderate rain
663,Manono,CD,-7.3,27.4167,69.69,95,64,2.37,broken clouds
664,Thio,NC,-21.6167,166.2167,76.96,73,100,2.46,overcast clouds
665,Mangrol,IN,21.1167,70.1167,79.63,83,53,4.52,broken clouds
666,Mbanza-Ngungu,CD,-5.25,14.8667,68.4,94,90,1.07,moderate rain
667,Lethem,GY,3.3803,-59.7968,83.66,67,97,7.81,overcast clouds
668,Cap Malheureux,MU,-19.9842,57.6142,75.69,77,0,1.01,clear sky
669,Tezu,IN,27.9167,96.1667,62.76,87,97,2.57,overcast clouds
670,Varna,BG,43.2167,27.9167,49.87,80,0,3.44,clear sky
671,Riyadh,SA,24.6877,46.7219,71.74,34,41,7.87,scattered clouds
672,Curup,ID,-3.4667,102.5333,67.78,97,100,2.01,overcast clouds
673,Xichang,CN,27.8964,102.2634,40.53,96,100,4.12,overcast clouds
674,Holstebro,DK,56.3601,8.6161,48.0,94,47,17.31,scattered clouds
675,Aklavik,CA,68.2191,-135.0107,-10.37,77,75,4.61,broken clouds
676,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,78,20,7.0,volcanic ash
677,Shostka,UA,51.863,33.4698,29.5,74,100,4.85,overcast clouds
678,Paramonga,PE,-10.6667,-77.8333,68.34,77,95,8.81,overcast clouds
679,Okato,NZ,-39.2,173.8833,61.43,59,19,5.61,few clouds
680,Cuenca,EC,-2.8833,-78.9833,66.33,63,75,12.66,light rain
681,Sangueya,GN,10.7,-14.3667,78.58,85,31,3.96,scattered clouds
682,Verkhnyaya Inta,RU,65.9811,60.3094,2.23,97,100,6.78,light snow
683,Bucerias,MX,20.75,-105.3333,84.18,54,40,9.22,scattered clouds
684,Bilma,NE,18.6853,12.9164,77.23,20,0,7.94,clear sky
685,Yuncheng,CN,35.0231,110.9928,32.23,34,0,2.35,clear sky
686,Pokhara,NP,28.2333,83.9833,55.42,74,1,5.79,clear sky
687,Uklana Mandi,IN,29.5023,75.8849,60.73,23,0,6.11,clear sky
688,Luanda,AO,-8.8368,13.2343,80.6,78,40,6.91,scattered clouds
689,Santiago De Cao,PE,-7.9589,-79.2392,68.13,73,48,10.36,scattered clouds
690,Tabou,CI,4.423,-7.3528,78.71,83,64,4.72,broken clouds
691,Nieuw Amsterdam,SR,5.8833,-55.0833,82.56,87,20,5.75,few clouds
692,Savannah Bight,HN,16.45,-85.85,82.45,71,13,10.56,few clouds
